crypto,tweet_id,text,favorite_count,retweet_count,created_at,source,reply_to_status,reply_to_user,retweets,favorite
@ethereum,1592733387437277185,"RT @clrfund: If you’re keen to contribute funds towards projects supporting LatAm Public Goods, head on over to https://t.co/eRjk5f7KKQ",0,169,2022-11-16 04:16:45+00:00,Twitter Web App,,,169,0
@ethereum,1592336799393021952,"RT @dannyryan: Sure, there are many rollups being built but what about everything else that goes into making it a seamless experience and v…",0,193,2022-11-15 02:00:51+00:00,Twitter Web App,,,193,0
@ethereum,1591925624603656196,"RT @WeekInEthNews: Latest Week in Ethereum News

https://t.co/Yva2hdUvmN

Thanks to SpeedRunEthereum for making this issue possible 🙏",0,141,2022-11-13 22:47:00+00:00,Twitter Web App,,,141,0
@ethereum,1591141565199974401,"RT @austingriffith: 📢 Calling all tinkerers! 

🛠 Want to learn how to build the next great eth app?

🫡 Get the basics at https://t.co/Tuhv0…",0,198,2022-11-11 18:51:25+00:00,Twitter Web App,,,198,0
@ethereum,1590826314717855744,"RT @arantxazapico: Baloo's prover performs only m group operations for m lookups! 

New work with Mary Maller, @rel_Aztec, @Khovr, and @Car…",0,181,2022-11-10 21:58:44+00:00,Twitter Web App,,,181,0
@ethereum,1590063531176898560,RT @clrfund: GM! Contribution period is now 🟢OPEN🟢! Check out the list of projects for this round of quadratic funding to contribute: https…,0,215,2022-11-08 19:27:42+00:00,Twitter Web App,,,215,0
@ethereum,1589769119939039232,RT @EFDevcon: The Devcon Scholars Program made Devcon more accessible for 50 individuals with potential to make a positive impact on Ethere…,0,211,2022-11-07 23:57:49+00:00,Twitter Web App,,,211,0
@ethereum,1589626453070839808,"RT @WeekInEthNews: Latest Week in Ethereum News

https://t.co/pNyGFldyWd

Thanks to @StarbloomVent for making this issue possible 🙏",0,199,2022-11-07 14:30:54+00:00,Twitter Web App,,,199,0
@ethereum,1588606548322160644,RT @CUSEAS: @CUSEAS @Columbia_Biz @Ethereum Foundation invite you to apply for the inaugural Columbia CryptoEconomics Workshop on Thu. Dec.…,0,198,2022-11-04 18:58:10+00:00,Twitter Web App,,,198,0
@ethereum,1587847528493596679,"RT @ethdotorg: 👀🚀 New feature 🎉🎓

the @ethdotorg team is very excited to introduce learning quizzes to the website 🤫 https://t.co/qUj8l2JywK",0,259,2022-11-02 16:42:06+00:00,Twitter Web App,,,259,0
@ethereum,1586815415656873984,"RT @WeekInEthNews: Latest Week in Ethereum News

https://t.co/rIeiuS4iQa

Thanks to @HardhatHQ for making this issue possible 🙏",0,247,2022-10-30 20:20:51+00:00,Twitter Web App,,,247,0
@ethereum,1586498189061804032,"RT @EthereumOnARM: Some Rock 5B #Ethereum mainnet sync times:

@go_ethereum+@ethnimbus: 25h
@go_ethereum+@prylabs Prysm: 25h
@go_ethereum+@…",0,246,2022-10-29 23:20:18+00:00,Twitter Web App,,,246,0
@ethereum,1586478197708935168,"RT @ETHGlobal: Attention hackers, 
there's less than 72 hours left before we close applications for ETHSanFrancisco ⛔️

Finish your applica…",0,192,2022-10-29 22:00:52+00:00,Twitter Web App,,,192,0
@ethereum,1586048754502848515,"RT @ethdotorg: Come help us build https://t.co/v9gxnMVov7 ☺️ Check out our Q4 roadmap👇

https://t.co/yobkthJnpw",0,61,2022-10-28 17:34:25+00:00,Twitter Web App,,,61,0
@ethereum,1585040634116964352,RT @fredriksvantes: Interested in joining the Ethereum Foundation as a Code Integration Tester to help build the new generation of tests fo…,0,192,2022-10-25 22:48:30+00:00,Twitter Web App,,,192,0
@ethereum,1584624483196731392,"RT @james_gaps: 🎢 Layer 2 Grants round is open  🐼

The Ethereum Foundation seeks proposals for tools, analysis, research, and education on…",0,300,2022-10-24 19:14:52+00:00,Twitter Web App,,,300,0
@ethereum,1584624404448784389,"RT @Drigolvc: Submissions are open for 1 more week! The Merge Data Challenge is almost done, but it’s not too late. Individual prizes up to…",0,2,2022-10-24 19:14:33+00:00,Twitter Web App,,,2,0
@ethereum,1583889531715002368,"RT @WeekInEthNews: Latest Week in Ethereum News

https://t.co/PkVrWiYH7a

Thanks to @mimicfi for making this issue possible 🙏",0,193,2022-10-22 18:34:26+00:00,Twitter Web App,,,193,0
@ethereum,1583574545230811136,"RT @austingriffith: 🧑‍💻 want to learn ethereum dev from scratch?

🎥 here is a 15hr tutorial series

🧑‍🏫 get a wallet and become a power use…",0,275,2022-10-21 21:42:47+00:00,Twitter Web App,,,275,0
@ethereum,1583259081930047488,"RT @barnabemonnot: Launching today ""RIG Open Problems"" (ROPs), a collection of problem prompts we're looking to solve with *you*! 🌱

The pr…",0,514,2022-10-21 00:49:15+00:00,Twitter Web App,,,514,0
@ethereum,1582758173068636162,"RT @PrivacyScaling: We had so many great conversations about Semaphore at @EFDevcon, we decided to extend the deadline on the grants round😎…",0,196,2022-10-19 15:38:49+00:00,Twitter Web App,,,196,0
@ethereum,1582370696801705985,"RT @AyaMiyagotchi: 1/ Many foreigners were scared to come, but I strongly believe it’s important for builders to go out there and see all d…",0,247,2022-10-18 13:59:07+00:00,Twitter Web App,,,247,0
@ethereum,1581831003877756929,"RT @ETHGlobal: 18 days left until #ETHSanFrancisco2022 🌉... 

We're closing applications soon - don't miss the chance to hack: https://t.co…",0,216,2022-10-17 02:14:34+00:00,Twitter Web App,,,216,0
@ethereum,1581382417738178560,"RT @WeekInEthNews: Latest Week in Ethereum News

https://t.co/8TlfRmiX11

Thanks to SpeedRunEthereum for making this issue possible 🙏",0,193,2022-10-15 20:32:03+00:00,Twitter Web App,,,193,0
@ethereum,1580937052740124673,RT @Gigaglobal: It’s a wrap! Thank you for joining our session to learn how to harness #Blockchain to give children access to information &amp;…,0,196,2022-10-14 15:02:20+00:00,Twitter Web App,,,196,0
@ethereum,1579992023175925760,"RT @tw_tter: LISTEN UP FRENS, I WOULD LIKE TO COMPLIMENT SOMEONE. 

@EFDevcon and @ethereum foundation, as a long time attendee of devcons…",0,228,2022-10-12 00:27:07+00:00,Twitter Web App,,,228,0
@ethereum,1579657047226077184,"RT @EFNextBillion: Team Next Billion is proud to announce seven special people using Ethereum to enable human flourishing 🌱🌍🌎🌏🌱 

Read More…",0,204,2022-10-11 02:16:03+00:00,Twitter Web App,,,204,0
@ethereum,1579614475912892416,"RT @ETHGlobal: This was ETHBogotá! 🇨🇴

👩‍💻 1400 attendees
🗺 62 countries 
🧩 212 projects
🌱 34% new to web3 
🌎 31% from LATAM

With 900 hack…",0,234,2022-10-10 23:26:53+00:00,Twitter Web App,,,234,0
@ethereum,1579538026824609792,"RT @EFDevcon: Announcing Supporters &amp; Impact Booths @ Devcon!

This year’s Devcon in Bogotá is special in many ways. Two new additions this…",0,190,2022-10-10 18:23:06+00:00,Twitter Web App,,,190,0
@ethereum,1578815673534648321,"RT @TimBeiko: For your pre-devcon-flight reading pleasure: another @ethereum #AllCoreDevs update fresh off the press 🐼

It mostly focuses o…",0,201,2022-10-08 18:32:44+00:00,Twitter Web App,,,201,0
@ethereum,1577424485598498816,"RT @EFDevcon: Three HUGE releases tonight! 🧵
- The Devcon Manual! 📕
- Devcon Passport PWA 🛂
- The Devcon Schedule 🗓

1/ First up, the Devco…",0,295,2022-10-04 22:24:39+00:00,Twitter Web App,,,295,0
@ethereum,1577377278987747357,"RT @imapp_pl: We are proud to announce a release of the new #EVM  gas cost estimator report. Thanks to @EF_ESP, @imapp_pl team and our advi…",0,206,2022-10-04 19:17:04+00:00,Twitter Web App,,,206,0
@ethereum,1576644569827246080,"RT @WeekInEthNews: Latest Week in Ethereum News

https://t.co/ppRnrgSDgC

Thanks to @HardhatHQ for making this issue possible 🙏",0,224,2022-10-02 18:45:32+00:00,Twitter Web App,,,224,0
@ethereum,1575972221188997120,"RT @edatweets_: We've created a curated &amp; free guide for developers to start building in Web3! 

Here's an outline of the +15 hours of vide…",0,281,2022-09-30 22:13:52+00:00,Twitter Web App,,,281,0
@ethereum,1574933334236442624,RT @ChipotleTweets: Ethereum’s recent move to proof of stake could mean that ETH now uses 99.95% less energy.,0,596,2022-09-28 01:25:42+00:00,Twitter Web App,,,596,0
@ethereum,1574110920816590853,"RT @WeekInEthNews: Latest Week in Ethereum News

https://t.co/ras2hitBXV

Thanks to @StarbloomVent for making this issue possible 🙏",0,240,2022-09-25 18:57:43+00:00,Twitter Web App,,,240,0
@ethereum,1573381448442298369,"RT @trent_vanepps: 1/ For the past ~6 months, contributors have been building the KZG Ceremony, a pre-req for protodanksharding / EIP-4844…",0,315,2022-09-23 18:39:03+00:00,Twitter Web App,,,315,0
@ethereum,1572932501860933633,RT @dannyryan: Join @vdWijden @barnabemonnot @Infosecual @drigolvc and other technical experts to chat about the Merge Data Challenge *tomo…,0,236,2022-09-22 12:55:06+00:00,Twitter Web App,,,236,0
@ethereum,1572876544250445824,RT @PrivacyScaling: The Privacy and Scaling Explorations Team is sponsoring a dedicated round of grants for applications that integrate the…,0,239,2022-09-22 09:12:45+00:00,Twitter Web App,,,239,0
@ethereum,1572228521271099396,"RT @EFDevcon: 20 days until we see each other in Bogotá 🇨🇴

Check out our Bogotá City Guide for more info as you prepare your trip!
https:/…",0,343,2022-09-20 14:17:44+00:00,Twitter Web App,,,343,0
@ethereum,1571188733617082369,"RT @WeekInEthNews: Latest Week in Ethereum News

🐼 Ethereum now secured by Proof of Stake

https://t.co/yF4yRp3Q45

Thanks to https://t.co/…",0,282,2022-09-17 17:26:00+00:00,Twitter Web App,,,282,0
@ethereum,1570842071774400512,"RT @austingriffith: Are you a developer looking to get into Ethereum?

Here are 15+ hours of video starting from scratch!

✅ Become an Ethe…",0,326,2022-09-16 18:28:29+00:00,Twitter Web App,,,326,0
@ethereum,1570698585884463104,"RT @joshdavislight: The @ethereum Protocol Fellowship applications are closing soon.⏱

Here is why you should apply...",0,227,2022-09-16 08:58:19+00:00,Twitter Web App,,,227,0
@ethereum,1570308736404672519,"RT @AyaMiyagotchi: 1/ The path toward the Merge wasn't something that could have been predicted from the start. It took real growth, an evo…",0,347,2022-09-15 07:09:12+00:00,Twitter Web App,,,347,0
@ethereum,1570274626273685504,"RT @hudsonjameson: Merge Call is starting soon! Join members of @EthCatHerders, @BanklessHQ, @ethStaker, and @thedailygwei us for this monu…",0,332,2022-09-15 04:53:39+00:00,Twitter Web App,,,332,0
@ethereum,1570109280870866944,RT @asn_d6: Curdleproofs is a ZK shuffling scheme by Mary Maller and the EF Cryptography team. We just released the protocol specification…,0,249,2022-09-14 17:56:38+00:00,Twitter Web App,,,249,0
@ethereum,1570039733346082816,"RT @ethereum: The Merge is coming: UPGRADE YOUR CLIENTS!

• The Bellatrix upgrade is scheduled for epoch 144896 on the Beacon Chain – 11:34…",0,3669,2022-09-14 13:20:17+00:00,Twitter Web App,,,3669,0
@ethereum,1568240457972416512,"RT @TimBeiko: As previously announced, the Kiln, Ropsten and Rinkeby testnets are shutting down. Kiln will be the first to be sunset, ETA n…",0,287,2022-09-09 14:10:36+00:00,Twitter Web App,,,287,0
@ethereum,1567443331038191616,"RT @EF_ESP: Hot off the press: our latest Allocation Update covering projects that received funding in Q1 and Q2!
https://t.co/J6JGzWHGAM…",0,327,2022-09-07 09:23:06+00:00,Twitter Web App,,,327,0
@ethereum,1567170697365188610,"RT @ethdotorg: https://t.co/FVvSiRzgE4 is migrating from styled-components to Chakra UI. We're 100% open-source, so if you'd like to get in…",0,258,2022-09-06 15:19:45+00:00,Twitter Web App,,,258,0
@ethereum,1567117897377480707,"RT @trent_vanepps: welcome to the world, Bellatrix https://t.co/q31itowPbR",0,664,2022-09-06 11:49:57+00:00,Twitter Web App,,,664,0
@ethereum,1567117852783558657,RT @parithosh_j: Bellatrix is live! We're in the endgame now #TestingTheMerge https://t.co/57qg3A9hdf,0,377,2022-09-06 11:49:46+00:00,Twitter Web App,,,377,0
@ethereum,1566911375355551745,"RT @ETHGlobal: ETHBogota is finally here!

💰$300k+ in prizes
🧩 Mentorship + learning opportunities
🗺 Collaborate with builders from around…",0,344,2022-09-05 22:09:18+00:00,Twitter Web App,,,344,0
@ethereum,1566515512988893186,"RT @WeekInEthNews: Latest Week in Ethereum News

🌟 Update your clients before Bellatrix on September 6

https://t.co/upR3HYm1RL

Thanks to…",0,110,2022-09-04 19:56:17+00:00,Twitter Web App,,,110,0
@ethereum,1565652426199277568,"RT @TMIYChao: Welcome to the Ethereum Protocol Fellowship.
The fast track to becoming an Ethereum core dev is now open! 
A fellowship progr…",0,405,2022-09-02 10:46:41+00:00,Twitter Web App,,,405,0
@ethereum,1565326142302822400,RT @ethdotorg: We're very excited to announce the Ethereum Foundation blog has had a major overhaul and is now available in 16 languages.…,0,333,2022-09-01 13:10:09+00:00,Twitter Web App,,,333,0
@ethereum,1565045955753304066,RT @asanso: Towards practical post quantum Single Secret Leader Election (SSLE) - Part 1 https://t.co/FFCTrZbmQ8 https://t.co/2wiWmbTahl,0,220,2022-08-31 18:36:47+00:00,Twitter Web App,,,220,0
@ethereum,1564288006898458627,"The Merge is coming: UPGRADE YOUR CLIENTS!

• The Bellatrix upgrade is scheduled for epoch 144896 on the Beacon Cha… https://t.co/KC0iAsLsaa",8385,3669,2022-08-29 16:24:58+00:00,Twitter Web App,,,3669,8385
@ethereum,1564287676731326466,"RT @dannyryan: New @ErigonEth release -- v2022.08.03-alpha -- contains a critical patch to post-Merge block production.

Highly recommended…",0,233,2022-08-29 16:23:39+00:00,Twitter Web App,,,233,0
@ethereum,1563656394569617418,"RT @WeekInEthNews: Latest Week in Ethereum News

🎂 6th anniversary edition

https://t.co/WP7Pnpv6b9

Thanks to @StarbloomVent for making th…",0,238,2022-08-27 22:35:10+00:00,Twitter Web App,,,238,0
@ethereum,1563605488104783872,"RT @benjaminion_xyz: Here's your ""On the Verge of the Merge"" edition of What's New in Eth2:

https://t.co/97X85jvdrk

See you all on the ot…",0,229,2022-08-27 19:12:53+00:00,Twitter Web App,,,229,0
@ethereum,1563199536151298048,"RT @dannyryan: Finalized no. 37

https://t.co/hDCJ08WTk6

tl;dr below",0,252,2022-08-26 16:19:46+00:00,Twitter Web App,,,252,0
@ethereum,1562711362005962753,"RT @EDCON_Online: This Sunday AUG 28th, EDCON2022 will be celebrating The Merge at Chase Center in San Francisco.

Speakers will be discuss…",0,246,2022-08-25 07:59:57+00:00,Twitter Web App,,,246,0
@ethereum,1562416405777096705,"RT @JBSchweitzer: This is it: The Merge is coming.

UPGRADE 👏YOUR 👏 CLIENTS! 

https://t.co/MO65IIdLXH

+ More👇",0,964,2022-08-24 12:27:54+00:00,Twitter Web App,,,964,0
@ethereum,1562392723537252352,"RT @go_ethereum: We've just released Geth v1.10.23, a hotfix to patch a state corruption in 1.10.22.

If you've already updated to .22, you…",0,242,2022-08-24 10:53:47+00:00,Twitter Web App,,,242,0
@ethereum,1562121524554997760,"RT @SomerEsat: Proud to announce that I have published merge-ready mainnet guides for Lighthouse, Nimbus, Prysm, and Teku! 

1/4

https://t…",0,261,2022-08-23 16:56:08+00:00,Twitter Web App,,,261,0
@ethereum,1562020749250109440,"RT @EFDevcon: 📢🥁🎟️
Tomorrow will be the last set of ticket waves to Devcon Bogotá!

1600 UTC
2300 UTC

Best of luck anons!
Pay with fiat or…",0,184,2022-08-23 10:15:42+00:00,Twitter Web App,,,184,0
@ethereum,1561674516471975936,RT @vdWijden: Something Something THE MERGE IS COMING  🚀🚀🚀🚀🚀,0,222,2022-08-22 11:19:53+00:00,Twitter Web App,,,222,0
@ethereum,1561565549397688321,"RT @WeekInEthNews: Latest Week in Ethereum News

🐼 Mainnet Merge TTD: 58750000000000000000000 confirmed

https://t.co/zialv4rKKc

Thanks to…",0,221,2022-08-22 04:06:54+00:00,Twitter Web App,,,221,0
@ethereum,1560365343134081026,RT @TimBeiko: Merge Mainnet Readiness Checklist is all checked out ✅ Feels good 😁 https://t.co/943v4LuS7g,0,403,2022-08-18 20:37:42+00:00,Twitter Web App,,,403,0
@ethereum,1560182623795830784,RT @go_ethereum: The Geth #Ethereum AMA session will start in 30 minutes! (Although we've cheated and answered most questions already :P).…,0,197,2022-08-18 08:31:38+00:00,Twitter Web App,,,197,0
@ethereum,1559487133408174084,"RT @go_ethereum: Have questions for the Geth team? We're holding our first #golang #Ethereum AMA in 47~ hours!

If you'd like to drop quest…",0,206,2022-08-16 10:28:01+00:00,Twitter Web App,,,206,0
@ethereum,1559265472012500993,"RT @WeekInEthNews: Latest Week in Ethereum News

🐼 Mainnet Merge targets September 15, tentative TTD: 58750000000000000000000

https://t.co…",0,229,2022-08-15 19:47:12+00:00,Twitter Web App,,,229,0
@ethereum,1559210273021509633,"RT @benjaminion_xyz: What's New in Eth2?

Um, nothing much happened this week 🤷‍♂️

But here you go anyway: https://t.co/97X85jdCzM

#Ether…",0,223,2022-08-15 16:07:52+00:00,Twitter Web App,,,223,0
@ethereum,1558373369657139201,"RT @TimBeiko: Reminder - Sepolia's post merge upgrade is scheduled for next week 📆 If you run a node on the network, you need to upgrade it…",0,204,2022-08-13 08:42:19+00:00,Twitter Web App,,,204,0
@ethereum,1558088494702120960,"RT @dannyryan: Finalized no. 36

https://t.co/tSxJaViwbk

Merge sequence engaged 🚀",0,297,2022-08-12 13:50:19+00:00,Twitter Web App,,,297,0
@ethereum,1557545134245515264,"RT @nethermindeth: And there we go! Goerli has merged 🐼 🥳

Shout out to all client teams, contributors and the whole #Ethereum ecosystem -…",0,299,2022-08-11 01:51:12+00:00,Twitter Web App,,,299,0
@ethereum,1557545083909668866,RT @TimBeiko: pandas on the screen! https://t.co/0nYll6gImH,0,420,2022-08-11 01:51:00+00:00,Twitter Web App,,,420,0
@ethereum,1557411746318524421,"RT @DAOResearchCo: We are thrilled to officially announce the launch of our new non-profit DAO Library 🍾🍾🍾

This library aggregates and cur…",0,336,2022-08-10 17:01:10+00:00,Twitter Web App,,,336,0
@ethereum,1556937610504937472,"RT @zeitgeist_xyz: Zeitgeist season three. If you're building a new crypto-native product/protocol, get in touch by August 26 to participat…",0,193,2022-08-09 09:37:07+00:00,Twitter Web App,,,193,0
@Polkadot,1669677901246087171,"Polkadot Pioneers AMA is back! Discover the power of Ecosystem Diversity, collaborative initiatives, and how disrup… https://t.co/4W3rOPHfDx",215,37,2023-06-16 12:06:47+00:00,Twitter Web App,,,37,215
@Polkadot,1669607250380423168,"RT @BillLaboon: THREAD - @Polkadot #PolkadotDigest 16 June 2023

#Polkadot News

With the passing of Referendum 121 and the upgrade of the…",0,51,2023-06-16 07:26:02+00:00,Twitter for iPhone,,,51,0
@Polkadot,1669331677628203009,"8/🔗 With Polkadot OpenGov, the time has come for truly decentralized, open, community-run, and transparent blockcha… https://t.co/eNE2vWg5wd",143,45,2023-06-15 13:11:01+00:00,Twitter Web App,1.669331675807875e+18,Polkadot,45,143
@Polkadot,1669331675807875073,"7/ ❇️ Add your voice to ongoing discussions, propose ideas, and make your voice heard on important matters that wil… https://t.co/W8jI92oCcS",99,10,2023-06-15 13:11:00+00:00,Twitter Web App,1.6693316735597527e+18,Polkadot,10,99
@Polkadot,1669331673559752707,"6/ ❇️Connect your DOT wallet, start exploring and then vote on proposals - or submit your own! You could even use t… https://t.co/XhAJ6r5BZ8",72,6,2023-06-15 13:11:00+00:00,Twitter Web App,1.6693316713409413e+18,Polkadot,6,72
@Polkadot,1669331671340941312,"5/ But how can you start using Polkadot OpenGov? It's simple! Follow these steps:

❇️ Head to the Polkadot OpenGov… https://t.co/dQaaZblLEG",80,7,2023-06-15 13:10:59+00:00,Twitter Web App,1.6693316693528904e+18,Polkadot,7,80
@Polkadot,1669331669352890368,"4/ The early signs are positive when it comes to deeper engagement. In the past six months, Polkadot's canary netwo… https://t.co/l4GCt2Vjtd",70,4,2023-06-15 13:10:59+00:00,Twitter Web App,1.6693316671047434e+18,Polkadot,4,70
@Polkadot,1669331667104743424,3/ OpenGov is a crucial development for the Polkadot community. Protocols that are not sufficiently decentralized c… https://t.co/EEF7oO7HvC,72,4,2023-06-15 13:10:58+00:00,Twitter Web App,1.6693316649824256e+18,Polkadot,4,72
@Polkadot,1669331664982425603,"2/ Polkadot’s evolution is now in the hands of the community as holders of the native token, DOT, can propose any n… https://t.co/UeKCLPeYXu",91,8,2023-06-15 13:10:58+00:00,Twitter Web App,1.669331660125479e+18,Polkadot,8,91
@Polkadot,1669331660125478912,"1/ 🎉 Polkadot OpenGov, the pinnacle of governance systems in Web3, has officially arrived! Welcome to the new era o… https://t.co/K06g3BDa3z",910,305,2023-06-15 13:10:57+00:00,Twitter Web App,,,305,910
@Polkadot,1669031413008539668,.@PolkadotDecoded is only 2 weeks away! Choose from a hybrid or virtual ticket and join the biggest Polkadot event… https://t.co/BKCsYstlDF,310,64,2023-06-14 17:17:52+00:00,Twitter Media Studio,,,64,310
@Polkadot,1668986003883806725,Missed the first Polkadot Pioneers AMA? Check out the recording to hear Polkadot ecosystem builders discuss all thi… https://t.co/xHPa4LW9lv,194,33,2023-06-14 14:17:26+00:00,Twitter Web App,,,33,194
@Polkadot,1668892839915278338,"RT @BillLaboon: THREAD - @Polkadot #PolkadotDigest 14 June 2023

#Polkadot News

With one day left to vote, Referendum 121, proposing to up…",0,14,2023-06-14 08:07:14+00:00,Twitter Web App,,,14,0
@Polkadot,1668676648261001222,"@PolkadotDecoded 2/ For those joining #PolkadotDecoded in 🇩🇰Copenhagen, NFTs will provide a unique, tangible repres… https://t.co/0utBnThxVM",118,17,2023-06-13 17:48:10+00:00,Twitter Web App,1.6686766174245683e+18,Polkadot,17,118
@Polkadot,1668676617424568320,"1/ Have you already registered for @PolkadotDecoded? This year, everyone attending the conference will receive a un… https://t.co/f9QmSl8iks",201,43,2023-06-13 17:48:02+00:00,Twitter for Advertisers,,,43,201
@Polkadot,1668659002568323074,"RT @encodeclub: With the @encodeclub x @PolkadotDecoded Hackathon just around the corner, we're thrilled to share the exciting bounties up…",0,21,2023-06-13 16:38:03+00:00,Twitter Web App,,,21,0
@Polkadot,1668582214206889985,".@Beatport on Polkadot:

✅ Bringing electronic music culture to the ecosystem (in partnership with @AventusNetwork)… https://t.co/yl6ZMv3GV1",175,34,2023-06-13 11:32:55+00:00,Twitter Web App,,,34,175
@Polkadot,1668556809303384064,"RT @BillLaboon: THREAD - @Polkadot #PolkadotDigest 13 June 2023

#Polkadot News

Referendum 119, proposing to swap parachain lease slots fo…",0,11,2023-06-13 09:51:58+00:00,Twitter Web App,,,11,0
@Polkadot,1668541804931579904,"Missed the latest #PolkadotCommunityCall? Check the recording to hear updates from @MoonbeamNetwork, @subwalletapp,… https://t.co/vUNCNjcsVc",119,20,2023-06-13 08:52:20+00:00,Twitter Web App,,,20,119
@Polkadot,1668259765015781376,@AstarNetwork 11/ @origin_trail is organizing a webinar in July with voices from the Sustainable Medicines Partners… https://t.co/m0JxSmVGXO,113,26,2023-06-12 14:11:37+00:00,Twitter Web App,1.6682595091254804e+18,Polkadot,26,113
@Polkadot,1668259509125480449,10/ Following a successful integration of 18 of the Sony x Astar Web3 Incubation Program candidates with… https://t.co/Z3OtbQWFKh,85,15,2023-06-12 14:10:36+00:00,Twitter Web App,1.6682208892535276e+18,Polkadot,15,85
@Polkadot,1668259257639223296,"Tune in now to join the Polkadot Pioneers AMA and hear from builders from across the ink!ubator program 

Moderator… https://t.co/o5hzuibfwH",146,10,2023-06-12 14:09:36+00:00,Twitter for Android,,,10,146
@Polkadot,1668251001558630401,"RT @PolkadotDecoded: Online or on-site? The choice is yours at #PolkadotDecoded!

Mark your calendar for June 28-29, and meet Øksnehallen,…",0,18,2023-06-12 13:36:48+00:00,Twitter Web App,,,18,0
@Polkadot,1668220889253527553,"9/ And finally, some news from the @PhalaNetwork team: the Phat Contract mainnet has launched, delivering its first… https://t.co/MiUyWDyUwF",64,5,2023-06-12 11:37:08+00:00,Twitter Web App,1.668220887298896e+18,Polkadot,5,64
@Polkadot,1668220887298895873,8/ @Polkadex has made an important update to its binary. It now includes all the code necessary for the chain and i… https://t.co/oL4s9YsZcM,100,15,2023-06-12 11:37:08+00:00,Twitter Web App,1.6682208853444198e+18,Polkadot,15,100
@Polkadot,1668220885344419840,"7/ @SubsocialChain added an EVM linking feature to https://t.co/Ag0KcM3YIB, which will import any existing ENS user… https://t.co/FkZ9wVNI3E",134,17,2023-06-12 11:37:07+00:00,Twitter Web App,1.668220883012395e+18,Polkadot,17,134
@Polkadot,1668220880927768576,5/ @AngelHack launched the Polkadot Hackathon Global Series: APAC Edition - and @BifrostFinance is kindly acting as… https://t.co/lZH5CYmuTb,43,3,2023-06-12 11:37:06+00:00,Twitter Web App,1.6682208788305756e+18,Polkadot,3,43
@Polkadot,1668220878830575616,"4/ @Hydra_DX launched the “Hydrate Your Treasury” project, working with other parachains to deploy part of their to… https://t.co/i7KzHViLBu",18,2,2023-06-12 11:37:06+00:00,Twitter Web App,1.668220876842496e+18,Polkadot,2,18
@Polkadot,1668220876842496003,3/ @subwalletapp pushed a new extension live that enables two-way cross-chain transfers of USDT from #Statemint to… https://t.co/OY1iFFxfeP,31,8,2023-06-12 11:37:05+00:00,Twitter Web App,1.6682208747412398e+18,Polkadot,8,31
@Polkadot,1668220874741239808,"2/ Congratulations to the @MoonbeamNetwork team who secured a new parachain slot, continuing their involvement in t… https://t.co/vpcDMsl23T",70,10,2023-06-12 11:37:05+00:00,Twitter Web App,1.6682208728662671e+18,Polkadot,10,70
@Polkadot,1668220872866267137,1/ Mondays wouldn’t be the same without the #PolkadotRoundup - and there are plenty of updates from the ecosystem t… https://t.co/ODd1iwQeM8,308,49,2023-06-12 11:37:04+00:00,Twitter Web App,,,49,308
@Polkadot,1668198906725822464,"Don't miss the first Polkadot Pioneers AMA at 2pm UTC to hear from builders from across the ink!ubator program 

Mo… https://t.co/fNJyxkU5yv",251,36,2023-06-12 10:09:47+00:00,Twitter Web App,,,36,251
@Polkadot,1668151938590941187,"RT @BillLaboon: THREAD - @Polkadot #PolkadotDigest 12 June 2023

#Polkadot News

Referendum 121, proposing to upgrade the relay chain to ru…",0,24,2023-06-12 07:03:09+00:00,Twitter for iPhone,,,24,0
@Polkadot,1667169978343096321,https://t.co/ltsdJBzruE,153,19,2023-06-09 14:01:12+00:00,Twitter for iPhone,,,19,153
@Polkadot,1667167161536618497,"🔔In 10 minutes, join the #PolkadotCommunityCall to learn about the latest developments in the Polkadot and… https://t.co/C8Hk2vwGGJ",187,18,2023-06-09 13:50:00+00:00,Twitter Web App,,,18,187
@Polkadot,1667155953689526273,"9/ The @PoladotDecoded conference (June 28-29, Copenhagen + live online) will illustrate even more XCM use cases in… https://t.co/8aFFqJhvAr",85,5,2023-06-09 13:05:28+00:00,Twitter Web App,1.6671559513112863e+18,Polkadot,5,85
@Polkadot,1667155951311286272,8/ Collateralized cross-consensus asset transfer (BTC &amp; ETH) are live on Polkadot thanks to @InterlayHQ and XCM. Ne… https://t.co/RGXUbSa7tS,76,3,2023-06-09 13:05:27+00:00,Twitter Web App,1.6671559489163592e+18,Polkadot,3,76
@Polkadot,1667155948916359168,7/ Trustless cross-chain auto-compounding is here! @oak_network  &amp; @MangataFinance take DeFi up a level with their… https://t.co/hHCYQ5S7YC,47,2,2023-06-09 13:05:27+00:00,Twitter Web App,1.667155947083518e+18,Polkadot,2,47
@Polkadot,1667155947083517959,6/ Trustless exposure to an ocean of assets!💧The Omnipool by @hydra_dx creates seamless liquidity across chains. DA… https://t.co/RY8LHc4hcC,49,1,2023-06-09 13:05:26+00:00,Twitter Web App,1.6671559448647107e+18,Polkadot,1,49
@Polkadot,1667155944864710656,"5/ Saturn &amp; @InvArchNetwork performed the first XCM multisig transaction on Polkadot, revolutionizing multichain as… https://t.co/8zFOePHK0Y",47,6,2023-06-09 13:05:26+00:00,Twitter Web App,1.6671559427591864e+18,Polkadot,6,47
